lagoslakeid,HU4,lon,lat,random25_holdout,random75_holdout,hu4_ag50_holdout,hu4_strat75_holdout,hu4_random50_holdout,cluster_strat75_holdout,cluster_random50_holdout,tp,tn,chal,secchi,maxdepth_m,IWS_lk_ratio,iws_nlcd2006_for,lake_sdf,lakeconn_v2_1,lakeconn_v2_2,iws_sdf,iws_streamdensity_streams_density_mperha,elevation_m,wlconnections_allwetlands_shoreline%,roaddensity_mperha,baseflow_mean,runoff_mean,totalNdep_19902010_diff,hu4_nlcd2006_agr,totalNdep_1990_mean,prism_ppt_mean,prism_tmean_mean
1766,38,-85.90484,41.106594,0,1,1,1,0,1,1,10,381,4.71,2.9,10.7,6.040469209,5.6,1.311431214,0,0,2.051725287,0.031,264.8055115,2.4027074,44.7614,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1767,38,-85.582618,41.194295,1,1,1,1,0,1,0,10,2676,55.19,0.5,10.7,111.423938,11.7,1.298742943,1,0,2.375106286,37.8258,272.0163269,1.4711122,23.2275,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1768,31,-84.308969,44.870307,0,1,0,0,1,0,1,17,644,4,1.5,6.096,2.9645484,47.83,1.326586505,0,0,2.451460825,0,372.6489868,8.5711823,72.0799,73.628,13.1152,1.6941,7.1247,5.13,786.9021,6.1172
1770,27,-89.802155,45.958677,0,1,0,1,0,1,1,16,674,NA,2.95,10.9728,4.029036624,70.42,1.287668564,0,0,2.391919132,0.0496,486.7929993,3.4399662,22.3252,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1772,33,-89.332897,45.609362,0,1,1,0,1,1,0,28,NA,33.2,1.0668,7.9248,2.759273315,48.87,2.061140746,0,1,3.233311556,4.6868,473.367981,9.7830273,40.2228,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1773,36,-87.037921,41.52896,1,1,1,1,0,1,1,47,909,0.4,2.9,7.3,3.875162529,17.21,1.37841192,0,0,2.386571051,0,245.3079987,1.6429092,54.9349,41.8593,10.6447,2.3135,60.7762,7.521,954.6295,9.7527
1774,27,-91.354169,45.214899,0,0,0,1,0,0,1,37,NA,NA,NA,7.62,17.1034956,80.63,1.036583269,0,0,2.177570119,0,331.0220642,0.7793612,0,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1776,38,-86.404658,41.203787,0,1,1,0,0,1,0,10,484,3.76,2.2,26.8,1.519644479,20.94,1.728843078,1,0,3.942290004,5.908,222.7635651,16.9427632,51.0534,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1777,34,-88.316181,43.166461,0,1,1,0,0,1,0,11,NA,2.06,5.2578,12.8016,7.130662265,8.4,2.459646243,0,0,3.032351257,3.093,290.1100159,8.5088787,41.8543,51.5438,8.6342,1.0791,75.1217,6.6527,903.3982,8.6337
1778,24,-85.572374,46.302207,0,1,0,1,1,0,0,15,476,3.5,2.4,6.7056,59.23528084,44.15,1.260311683,1,0,1.818847527,6.4609,221.3239899,2.2011293,26.6893,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1779,47,-82.401466,39.786329,1,1,0,1,0,1,0,NA,1796,132.066789,0.41,NA,66.09766068,18.45,4.103174733,1,0,2.196722077,12.9891,282.4368286,NA,26.548,33.5777,15.9016,3.5933,22.9186,7.1045,1043.7709,10.5561
1780,37,-85.940916,41.525166,1,0,1,1,1,1,0,305,13288,45.72,1,6.1,95.17501731,4.04,1.616757808,1,0,1.87613705,5.1832,256.6143799,1.4444506,19.8036,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1782,37,-85.521283,42.602572,0,1,1,1,1,1,0,11,524,3,2.9,21.336,2.81960901,27.37,4.014702417,0,1,4.662476109,4.3202,226.951004,47.6100505,40.5791,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1784,43,-81.45904,41.15655,0,1,0,1,1,1,1,NA,524,27.700956,0.91,NA,2.98720073,0,1.31172627,0,0,2.24001156,0,302.8283081,NA,115.6457,31.769,16.754,3.5958,25.314,7.4786,1025.7814,9.8511
1785,30,-85.886065,46.209864,0,1,0,1,1,1,0,NA,NA,1.7,NA,2.1336,4.626929002,34.95,1.485481959,1,0,2.123362506,3.0072,214.8880005,3.977151,25.9796,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1786,53,-94.734147,44.306778,1,1,1,1,0,1,1,76,1550,39,2.7,2.7,1.817637424,6,1.215097669,0,0,2.87090587,0,307.026001,3.9471292,124.4075,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
1787,37,-85.127418,43.273949,1,1,1,0,1,1,1,6,523,1.7,4.3,26.5176,0.905104472,7.17,1.258052559,0,0,3.08654601,0.0326,268.0870056,3.0241974,111.7399,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1789,37,-85.917454,42.400846,0,1,1,1,1,0,1,30,730,8.1,2.1,6.096,5.250825246,16.73,2.072485908,0,0,2.263541589,0,233.3419952,2.7715316,53.8999,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1791,36,-86.366944,41.299706,0,1,1,0,0,1,0,57,1655,45.82,0.7,8.5,5.627267957,24.16,2.803712291,0,1,2.663936437,0.2159,234.4562378,6.7302507,38.0954,41.8593,10.6447,2.3135,60.7762,7.521,954.6295,9.7527
1792,30,-86.170148,44.661227,0,1,0,0,1,1,0,2.5,131,0.7,8.2,48.768,2.00626658,58.64,1.497920111,1,0,4.052031817,2.0761,182.776001,NA,44.4307,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1794,28,-91.268758,47.345065,0,1,0,1,0,0,0,13,399,1.77,NA,4.6,3.677265115,82.64,1.588024392,1,0,2.290520129,2.5309,398.7950134,2.939378,12.6215,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1796,39,-83.609565,42.624753,1,1,0,1,1,1,0,10,196,3,4.3,12.4968,24.21502636,38.13,2.176430657,0,1,2.970593133,8.7062,290.7756653,4.9774542,40.2666,47.9466,8.3231,1.9534,29.3267,5.8887,833.5374,9.0081
1798,27,-89.918933,46.159359,1,0,0,0,0,1,1,18,NA,5.42,2.286,10.668,26.23226213,51.34,1.969241221,1,0,1.958420717,0.3648,486.2120056,6.5612434,15.0264,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1799,25,-93.553845,47.461269,1,1,0,1,1,1,0,5,NA,1.12,3.35,48.8,1.6551481,73.17,2.279462836,0,1,4.529010611,2.1279,402.276001,21.4750413,9.1605,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1800,24,-89.788386,46.327814,1,1,0,1,1,1,1,14,492,9.3,1.8,9.144,2.084777287,63.35,1.656195853,0,0,2.867012931,0,480.4039917,2.5556712,30.8915,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1801,32,-88.03292,45.836963,0,1,0,1,1,1,1,11,522,2,4.3,6.096,2.139505645,65.75,1.49861715,0,0,2.573710365,0,352.6439819,9.2074448,52.2438,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1802,27,-91.361704,45.217515,0,0,0,1,0,1,1,21,670,NA,NA,7.0104,2.528392417,77.12,2.157233375,0,0,3.040196017,0,339.8619995,NA,36.1214,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1803,30,-85.751589,43.398013,0,0,0,1,1,1,0,34,1021,8.7,0.8,7.9,3.650700679,76.81,2.440466723,0,1,3.225928447,0.6641,232.8799438,9.2936973,42.3389,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1804,29,-92.767252,46.356956,0,1,0,1,0,1,1,NA,NA,NA,3.51,10.7,5.446248431,48.12,1.425617789,0,0,2.354364503,0,324.1872253,2.7873056,95.9662,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
1805,37,-84.348377,42.392952,0,1,1,0,1,1,1,11,501,3,2.4,15.24,2.89809011,16.68,1.621885425,0,0,2.764648452,0.013,280.7099915,NA,60.4599,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1806,29,-92.538825,45.287943,1,1,0,1,0,1,0,17,NA,4.89,3.048,2.1336,2.468620813,38.01,1.332554014,1,0,2.35187535,0,299.0339966,1.8757549,88.2312,57.5044,9.7548,0.6565,24.4435,5.4375,792.9928,5.6925
1807,37,-84.403932,42.190129,1,0,1,1,1,1,0,12.99,329.22,3.18,2.525,12.8016,180.5568709,18.28,1.821553292,0,1,3.21989018,7.5502,287.7099915,4.97873,20.5497,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1808,37,-85.89331,41.907309,0,1,1,1,1,1,0,11,516,1,2.1,19.5072,9.526417318,26.59,1.905300658,0,1,2.432824814,5.8488,260.17099,6.703987,25.7943,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1809,32,-87.864407,43.832013,0,1,0,1,1,1,1,248,2880,NA,2.0574,12.8016,6.775069204,2.72,1.182347404,0,0,1.725077342,0,227.0810089,1.0578878,65.9752,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1810,24,-89.761996,46.296218,0,1,0,0,1,1,1,12,405,3.1,2.7,6.096,3.772091925,78.22,1.673845685,0,0,2.523956455,0.3857,479.9039917,2.7166502,29.8914,62.104,17.2184,1.0371,1.9378,4.1773,818.7411,4.9444
1811,10,-71.241583,42.107018,1,1,0,1,1,1,0,34,NA,1,0.5,1.53,21.46966302,48.2,2.091542846,1,0,1.961586713,12.5181,72.26100159,2.5601334,31.938,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
1812,33,-89.502006,45.431604,0,1,1,1,1,1,1,21,NA,3.35,3.048,4.572,6.010365575,72.81,2.055203988,0,0,2.670964871,0,529.7610474,NA,55.7997,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1813,33,-90.029575,43.164662,1,0,1,0,1,0,1,89,NA,31.8,NA,8.5344,19.74959774,7.82,3.100751336,0,0,2.152201848,0.2294,213.96875,2.7956088,28.7124,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1814,53,-95.034867,45.202475,0,1,1,1,0,1,0,46,NA,10.8,2,5,1.589049799,6.53,2.370206115,0,1,4.133397268,4.5102,354.9649963,20.8578066,32.7696,43.8293,3.3408,-1.2276,77.686,4.9226,712.4655,6.8874
1815,37,-86.184902,42.055281,1,0,1,1,1,0,1,70,1311,13,3.7,17.6784,10.4065734,11.48,1.668254696,0,0,2.090585937,0,233.0299988,5.6076282,24.3613,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1816,25,-93.115707,45.045096,0,1,0,0,1,1,0,NA,NA,3.9,4.2,20.1168,4.291311618,10.6,1.366838358,0,1,2.225068011,2.0374,270.4490051,2.0226586,86.4272,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1818,27,-89.775833,45.969701,1,1,0,1,0,1,0,6,NA,1.62,6.7056,19.812,1.040561208,87.21,1.547507768,0,1,3.449719179,4.5172,489.2330017,5.1618054,20.6552,55.007,10.6028,1.1676,26.3292,5.8215,821.2488,5.6983
1819,25,-94.384448,44.783672,0,1,0,0,1,1,0,104,1880,61.7,0.4,4,4.923791629,4.72,1.537767425,0,1,2.710208277,4.4812,312.8659668,7.2174435,30.7133,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1820,40,-84.80517,43.873944,0,1,1,1,1,1,0,14,506,2.5,2.9,20.4216,13.7129811,40.43,2.380769871,1,0,2.407371927,2.6138,280.3130798,NA,32.8671,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
1821,48,-84.117281,39.019827,1,1,0,1,0,1,0,NA,960,55.303817,0.51,36.45,108.6472247,27.4,5.596056484,0,1,2.873490334,14.5056,221.9378662,56.0827798,25.8722,24.5138,15.2388,2.8025,32.6065,6.5078,1079.9509,11.9708
1822,25,-94.426586,44.981298,1,1,0,1,1,1,1,65,NA,25.3,0.7,8,1.508014695,15.31,1.489580221,0,0,3.110841232,0,327.776001,10.0130004,38.5771,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1823,30,-85.492011,44.678032,0,1,0,1,1,1,1,7,2235,3.6,3.4,11,4.334319975,55.79,3.907137999,0,0,4.359016038,0,263.5630188,18.5947992,61.3894,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1825,16,-74.993916,39.83511,0,1,0,1,1,1,0,32,629.2,13,1.7,1,132.487917,30.16,2.828853898,1,0,1.781271776,10.0142,16.44499969,3.1691011,79.4801,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
1826,25,-94.241133,46.438991,0,1,0,1,1,1,0,14,NA,5.77,3.2,29.6,0.945803649,36.88,1.810543166,0,1,4.820119187,2.4101,364.4249878,31.9743765,45.3956,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1828,31,-84.180092,45.125147,1,1,0,1,1,0,1,2.5,222,1.7,11.3,27.432,7.418460181,75.34,1.24847013,0,0,1.964966558,0,264.7615967,NA,68.4927,73.628,13.1152,1.6941,7.1247,5.13,786.9021,6.1172
1829,13,-74.191105,41.080899,0,0,0,0,0,0,0,NA,972,4.19,2.4,9.4,0.875558922,59.09,1.266567092,0,0,3.029322396,17.3821,74.72781372,NA,82.363,50.2889,21.0449,3.3694,5.6719,7.0734,1222.8021,11.2828
1830,26,-90.966727,47.871529,0,0,0,1,0,1,0,NA,NA,NA,2.29,4.9,8.48301881,74.91,2.495466939,0,1,2.834678664,3.7421,542.3619995,11.8263527,0,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1831,30,-85.327072,44.030729,0,0,0,1,1,1,1,4,324,4,2.4,20.1168,18.83145018,76.57,1.550264274,0,0,2.105483663,0,383.4020081,3.0677075,24.6298,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1832,40,-83.462888,43.299587,1,0,1,1,1,1,0,16,471,1.6,3.4,12.4968,6.002511145,50.23,2.862420369,0,1,3.227769472,9.5127,227.548996,8.7405406,20.2892,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
1833,40,-85.297612,43.754628,0,1,1,1,1,1,0,26,392,7,1.8,12.192,3.363607993,41.4,2.114918451,0,1,3.082364952,4.6374,324.3930054,13.3663203,37.1549,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
1834,25,-94.966698,45.259964,1,0,0,1,1,1,0,39,940,26,1.7,12.2,7.588931745,11.91,2.151045905,0,1,2.532923204,6.7399,355.2829895,14.755713,41.7876,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1835,32,-88.308168,45.774254,1,0,0,1,1,1,1,NA,NA,NA,3.7338,7.9248,11.44477954,45.85,1.271643709,0,0,1.684469207,0,395.6400146,NA,33.4301,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1837,37,-85.404701,41.571587,0,1,1,1,1,1,0,10,1253,4.08,1.7,27.4,8.144815565,5.03,2.213287234,0,1,2.573071834,11.4302,271.9938049,9.786415,25.4101,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1838,30,-85.34389,44.566955,0,1,0,1,1,1,0,19,366,0.5,5.2,18.288,7.304530507,60.52,1.334019998,1,0,2.549934713,4.161,310.9119873,7.354645,43.8286,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1839,25,-94.217374,46.908325,0,0,0,1,1,1,0,NA,NA,9,3.51,27.9,12.68353546,69.29,2.315805343,1,0,2.701948627,3.4572,398.6260071,18.086904,14.5743,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1840,38,-87.43911,39.48108,0,1,1,0,0,1,1,32,711,13.24,0.8,8.5,0.954228502,0,1.607683146,0,0,3.482627937,0,137.1953125,1.6441316,74.5491,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1842,25,-93.693883,44.867871,1,1,0,0,1,1,0,70,NA,42,0.6,25.6,0.845142602,32.76,1.04872189,0,1,3.043305939,1.0441,288.0509949,2.7771763,45.4518,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1843,10,-70.90304,41.741427,0,1,0,0,1,0,1,16,NA,35.6,2.1,2.13,3.926678225,38.05,1.32883307,1,0,2.173198959,1.3032,13.35000134,NA,23.4445,57.049,24.672,1.803,4.8034,4.9128,1241.9529,10.0176
1845,25,-94.203699,44.896277,0,1,0,1,1,0,1,NA,NA,162,0.2,2.32,1.687311852,7.06,1.476520515,0,0,2.878884203,0,317.1199951,7.0082039,58.4332,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1846,40,-83.716138,42.838535,0,1,1,1,1,1,0,9,523,1,5.5,14.9352,1.429529955,12.58,3.608163259,1,0,5.320742058,3.643,265.9779968,24.1332364,76.0951,50.1246,9.0451,1.8669,47.4295,5.7532,815.286,8.041
1847,26,-93.665411,47.522172,0,1,0,0,0,0,1,NA,NA,3,5.3,12.2,7.34221657,60.8,1.410522199,0,0,2.550721234,0.0386,413.571991,2.1900888,28.5472,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1848,25,-93.152589,45.574689,0,1,0,1,1,1,1,50,1280,28.2,1.2,10.9,9.648087593,14.06,2.50325105,1,0,2.776627277,0.274,286.8840027,8.4291358,44.6096,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1849,37,-85.975074,42.170208,0,1,1,1,1,1,1,9,476,2,4.6,18.3,5.068697618,11.11,1.397127317,0,0,2.255637754,0.0046,229.0700073,NA,35.6817,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1850,36,-87.049941,41.522654,0,1,1,1,0,1,1,31,802,10.56,1.7,7.3,8.47478998,20.05,1.715912113,0,0,2.50828718,0.0171,242.2080078,2.9478694,60.9157,41.8593,10.6447,2.3135,60.7762,7.521,954.6295,9.7527
1852,25,-93.647997,47.225072,0,1,0,1,1,0,1,8,705,0.58,5.6,22.9,3.875372346,58.96,2.312487672,0,0,2.881802386,0.0131,388.8710022,5.8363473,26.7047,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1853,25,-94.282111,46.45783,0,1,0,1,1,1,0,12,510,4.36,3.8,15.5,0.945839113,38.05,1.128952437,0,1,3.510004338,4.604,363.821991,10.3464759,64.396,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1854,30,-85.904872,44.616206,0,1,0,1,1,1,1,7,476,6.2,3.6,6.7056,4.155678927,90.87,1.766027072,0,0,2.683349901,0,252.9230042,2.5491117,26.6744,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1856,13,-74.297145,41.011786,1,1,0,1,0,1,0,19,908,14.28,1.1,3.4,128.9859018,50.5,1.992257133,0,1,1.433957444,12.5641,62.26399994,NA,62.2393,50.2889,21.0449,3.3694,5.6719,7.0734,1222.8021,11.2828
1857,37,-86.206204,42.903742,0,1,1,1,1,1,0,18,500,2.2,3,7.62,486.7430149,25.03,2.588404384,0,1,2.076525996,11.1159,176.6309967,5.3690591,26.9447,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1858,26,-91.996308,48.071203,0,1,0,1,0,1,0,NA,NA,NA,2.29,4.6,2.530952001,45.96,3.87333311,0,1,4.278141555,3.3408,430.0539856,37.8200462,7.8257,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1859,33,-89.320803,45.91242,0,0,1,1,1,1,1,12,NA,2.59,2.77368,8.2296,6.088545459,57.66,1.48216322,0,0,2.302657847,0,495.3049927,NA,36.4274,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1860,26,-93.674886,47.532986,1,1,0,1,0,0,1,NA,800,5.77,2.7,9.1,2.279512459,70.16,1.353525456,0,0,2.494628087,0,414.4720154,3.069127,15.3399,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1861,26,-91.919209,47.983494,0,1,0,1,0,1,0,NA,NA,NA,2,4.6,9.442791748,59.01,2.392704595,0,1,2.359506494,4.2998,419.9390259,5.6453722,34.7266,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1862,38,-87.045648,38.549436,0,0,1,1,0,1,0,17,323,2.72,4,12.2,6.14196472,55.52,6.6470757,1,0,4.333561734,6.3801,143.1670074,52.7463111,17.6527,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1863,28,-90.826344,47.747508,0,1,0,0,0,0,1,7,300,3.1,NA,11.6,3.758979982,85.8,1.415769399,0,0,2.209197441,0,517.7399902,1.7329332,7.8726,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1864,28,-90.683531,47.860993,0,1,0,1,0,1,1,NA,NA,3,1.31,3,4.000057567,69.79,1.714662666,0,0,2.584650161,0.0085,552.4379883,4.5744072,12.4715,52.2612,12.1407,0.8774,3.9893,4.2312,781.2754,4.0389
1867,30,-86.442038,44.049853,0,1,0,1,1,0,0,17,314,5.5,3.8,24.384,19.65199099,52.29,5.200781965,0,1,4.601437257,8.1153,180.9210052,80.3614577,19.1305,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1868,32,-88.127,45.858029,0,1,0,1,1,0,1,35,1204,8.44,2.286,6.4008,13.65703513,77.23,2.11507487,0,0,1.829840481,0,344.4160156,NA,38.7025,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1870,33,-89.305686,45.961911,0,1,1,1,1,0,1,22,NA,5.19,2.16408,7.0104,6.036553387,36.19,1.361178308,0,0,1.927092087,0.0204,498.0449829,2.4263528,18.579,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1871,26,-93.381849,47.801519,1,1,0,1,0,0,1,NA,NA,NA,5.33,17.1,2.363982198,82.6,1.565207933,0,0,2.410803978,0,416.3399963,2.1477965,2.2125,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1872,30,-85.854696,43.531779,0,1,0,1,1,0,0,26,183,10,2.4,9.144,63.5486939,59.54,1.148374055,1,0,1.693089406,2.6895,240.8899994,2.9886806,16.931,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1873,32,-88.768102,45.164787,1,1,0,0,1,1,1,12,NA,1.6,5.7912,12.8016,6.44621698,64.88,1.407841353,0,0,2.538871317,0.0057,390.4100037,3.9328966,41.4286,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1876,25,-93.846945,45.288579,0,1,0,0,1,1,1,5,406,NA,2.23,10.1,21.09837417,18.82,2.10651718,0,0,2.135160963,0,285.7090149,4.4142266,15.3348,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1877,16,-75.33458,39.557513,0,1,0,1,1,0,0,57.09,600,21.6,0.9,2,136.3308079,38.79,1.900489548,1,0,1.568780628,7.997,6.085000038,1.8114205,17.9729,52.1144,22.7675,2.4692,16.4146,6.5568,1185.8311,10.4801
1878,30,-85.229967,45.166351,0,1,0,0,1,1,0,15,411,5.8,2.9,9.8,65.73501066,42.28,2.254312063,0,1,1.75708369,9.5246,184.9255981,3.9384588,19.0509,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1879,25,-92.877333,46.666673,0,0,0,0,1,1,0,26,NA,8.75,1.75,7.6,3.856848525,21.56,1.896750655,0,1,2.810950591,4.5846,395.750885,7.1664844,51.5703,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1880,26,-92.022993,47.883821,0,1,0,1,0,1,0,NA,NA,NA,3.2,8.5,18.8295222,42.05,1.808714548,1,0,2.112387443,4.0787,426.0469971,6.6780254,11.8864,50.3816,8.0284,0.0173,2.5958,2.9159,689.373,3.4596
1881,25,-93.467647,45.114127,0,1,0,1,1,1,0,NA,NA,95,0.76,3,2.149473022,4.57,1.822425884,0,1,3.183783577,0.7253,268.8659973,7.1987428,110.7567,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1882,54,-95.669704,47.613347,1,1,1,1,0,0,0,NA,NA,45.1,0.61,4,2.08766924,11.76,1.943639709,1,0,3.279554853,4.3792,398.8344116,10.054379,24.8418,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
1883,33,-89.662086,45.49361,1,1,1,0,1,1,1,NA,NA,NA,3.6576,7.62,1.17266723,62.01,2.377894637,0,0,3.770991404,0,446.5310059,NA,26.3354,60.1956,10.4069,1.0204,34.0717,5.7496,839.2688,6.4686
1884,25,-95.396386,47.125658,1,1,0,0,1,1,1,NA,NA,1,10.36,24.4,8.516915376,87.09,3.26005963,0,0,3.527128916,0.0019,487.0400085,19.8786309,20.5134,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1885,32,-89.086596,45.517669,1,0,0,1,1,1,0,15,NA,5.26,4.0386,2.1336,19.53694167,76.6,2.171448073,1,0,1.847183423,1.6433,480.0780029,3.6214959,9.0971,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1886,30,-86.322193,44.20961,0,1,0,1,1,1,1,7,382,2.7,2.4,8.8392,11.97083816,71.35,1.15120017,0,0,2.038534032,0,185.9049988,1.5326518,42.29,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1887,32,-88.535481,45.269102,1,1,0,1,1,1,1,10,NA,1.76,6.5532,15.8496,1.098281479,53.56,2.291134364,0,0,4.770041277,0,365.5050049,8.6193552,48.395,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1888,38,-85.588596,41.301117,0,0,1,0,0,1,0,35,3470,3.87,2.2,8.5,28.88798474,21.13,1.466321171,0,1,1.88395817,9.2826,274.1600037,1.3935628,71.3877,28.1029,12.4971,2.3424,68.0335,6.9867,1077.9943,11.5106
1889,32,-88.632512,44.329562,0,1,0,1,1,1,0,56,NA,11.1,1.6002,2.7432,87.59004639,8.58,2.656740209,1,0,2.555248348,6.4017,239.2460022,5.2980966,21.8679,60.2051,11.294,1.4685,27.9784,5.3612,790.5052,6.1065
1890,25,-93.505494,47.492938,1,1,0,1,1,1,1,NA,NA,NA,6.4,15.2,5.263359327,63.82,1.572672132,0,0,2.688927743,0,414.776001,4.9262493,18.5331,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1891,30,-85.61429,44.74535,0,1,0,1,1,1,0,6,979,1.6,5.8,22.3,14.77531381,10.96,1.898812452,0,1,2.237454331,7.8116,179.4412079,7.6331377,63.392,78.8347,14.6386,2.1423,13.1324,5.7622,848.3564,6.8413
1892,54,-95.75829,46.566858,0,0,1,1,0,1,0,NA,NA,1,5.94,12.2,1.29640867,53.1,2.238938639,0,1,4.363091055,0.2094,412.6337891,11.9126219,36.7671,40.7452,2.8033,-1.4867,61.3385,2.6835,606.6129,4.5836
1894,37,-85.903347,42.426432,0,1,1,1,1,1,0,37,825,9,1.1,11.9,7.98466607,18.37,1.600975707,1,0,2.21030607,2.1406,219.9320068,4.2630042,23.5176,65.8962,11.4044,2.7227,53.8006,7.3809,928.5402,9.0484
1895,25,-93.496881,46.629989,0,1,0,1,1,1,0,71,1150,31.4,1.5,4.6,10.62902114,41.03,1.25977153,0,1,2.105471887,1.6629,370.5059814,4.9633099,17.5983,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
1897,25,-94.471129,45.593967,0,1,0,1,1,1,0,NA,NA,8.5,2.3,10.1,3.650946462,52.33,1.512504747,0,1,2.638808843,4.6257,340.9249878,6.7527746,39.0113,58.4376,5.8295,-0.112,34.0315,4.3656,713.9688,5.4364
